i,j,text_a,text_b,type_a,type_b,created_a,created_b,similarity,action
101,438,Call the dentist to reschedule appointment,Call the dentist to reschedule appointment,task,task,2026-02-28,2026-06-12,1.0,DUPLICATE
101,444,Call the dentist to reschedule appointment,Call the dentist to reschedule appointment,task,task,2026-02-28,2026-06-14,1.0,DUPLICATE
101,477,Call the dentist to reschedule appointment,Call the dentist to reschedule appointment,task,task,2026-02-28,2026-04-21,1.0,DUPLICATE
102,114,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-06-05,2026-04-16,1.0,DUPLICATE
102,154,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-06-05,2026-05-04,1.0,DUPLICATE
102,218,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-06-05,2026-03-02,1.0,DUPLICATE
102,375,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-06-05,2026-05-29,1.0,DUPLICATE
102,383,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-06-05,2026-03-14,1.0,DUPLICATE
102,402,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-06-05,2026-04-18,1.0,DUPLICATE
102,409,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-06-05,2026-07-21,1.0,DUPLICATE
102,441,User has a cat named Whiskers,User has a cat named Whiskers,fact,fact,2026-06-05,2026-06-02,1.0,DUPLICATE
103,143,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-07-09,2026-04-26,1.0,DUPLICATE
103,167,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-07-09,2026-07-13,1.0,DUPLICATE
103,212,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-07-09,2026-02-23,1.0,DUPLICATE
103,312,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-07-09,2026-05-07,1.0,DUPLICATE
103,359,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-07-09,2026-06-14,1.0,DUPLICATE
103,371,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-07-09,2026-05-16,1.0,DUPLICATE
103,504,User dislikes spicy food,User dislikes spicy food,preference,preference,2026-07-09,2026-06-25,1.0,DUPLICATE
103,505,User dislikes spicy food,User loves spicy food,preference,preference,2026-07-09,2026-07-11,0.872,CONFLICT
104,138,User wants to learn Spanish,User wants to learn Spanish,goal,goal,2026-05-30,2026-02-10,1.0,DUPLICATE
104,152,User wants to learn Spanish,User is learning Spanish,goal,goal,2026-05-30,2026-02-03,0.919,NEAR_DUPLICATE
104,181,User wants to learn Spanish,User is learning Spanish,goal,goal,2026-05-30,2026-04-16,0.919,NEAR_DUPLICATE
104,182,User wants to learn Spanish,User is learning Spanish,goal,goal,2026-05-30,2026-04-08,0.919,NEAR_DUPLICATE
104,216,User wants to learn Spanish,User is learning Spanish,goal,goal,2026-05-30,2026-03-16,0.919,NEAR_DUPLICATE
104,270,User wants to learn Spanish,User wants to learn Spanish,goal,goal,2026-05-30,2026-05-16,1.0,DUPLICATE
104,331,User wants to learn Spanish,User wants to learn Spanish,goal,goal,2026-05-30,2026-07-03,1.0,DUPLICATE
104,358,User wants to learn Spanish,User wants to learn Spanish,goal,goal,2026-05-30,2026-06-29,1.0,DUPLICATE
104,420,User wants to learn Spanish,User is learning Spanish,goal,goal,2026-05-30,2026-06-06,0.919,NEAR_DUPLICATE
104,439,User wants to learn Spanish,User wants to learn Spanish,goal,goal,2026-05-30,2026-03-30,1.0,DUPLICATE
104,458,User wants to learn Spanish,User wants to learn Spanish,goal,goal,2026-05-30,2026-05-08,1.0,DUPLICATE
104,510,User wants to learn Spanish,User is learning Spanish,goal,goal,2026-05-30,2026-05-09,0.919,NEAR_DUPLICATE
104,511,User wants to learn Spanish,User is now fluent in Spanish,goal,fact,2026-05-30,2026-06-18,0.74,EVOLVING
105,106,User prefers email over calls,User prefers email over calls,preference,preference,2026-02-18,2026-06-22,1.0,DUPLICATE
105,324,User prefers email over calls,User prefers email over calls,preference,preference,2026-02-18,2026-02-03,1.0,DUPLICATE
105,374,User prefers email over calls,User prefers email over calls,preference,preference,2026-02-18,2026-07-20,1.0,DUPLICATE
106,324,User prefers email over calls,User prefers email over calls,preference,preference,2026-06-22,2026-02-03,1.0,DUPLICATE
106,374,User prefers email over calls,User prefers email over calls,preference,preference,2026-06-22,2026-07-20,1.0,DUPLICATE
107,126,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-04-07,2026-07-03,1.0,DUPLICATE
107,136,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-04-07,2026-02-15,1.0,DUPLICATE
107,160,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-04-07,2026-04-02,1.0,DUPLICATE
107,215,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-04-07,2026-05-28,1.0,DUPLICATE
107,224,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-04-07,2026-07-07,1.0,DUPLICATE
107,225,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-04-07,2026-05-07,1.0,DUPLICATE
107,235,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-04-07,2026-05-13,1.0,DUPLICATE
107,242,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-04-07,2026-06-26,1.0,DUPLICATE
107,255,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-04-07,2026-07-10,1.0,DUPLICATE
107,330,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-04-07,2026-04-21,1.0,DUPLICATE
107,419,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-04-07,2026-02-16,1.0,DUPLICATE
107,462,User went on a trip to Goa,User went on a trip to Goa,event,event,2026-04-07,2026-02-09,1.0,DUPLICATE
108,109,User wants to buy a house within five years,User is saving up to buy a house,goal,goal,2026-03-12,2026-05-25,0.722,RELATED
108,116,User wants to buy a house within five years,User wants to buy a house within five years,goal,goal,2026-03-12,2026-06-25,1.0,DUPLICATE
108,119,User wants to buy a house within five years,User wants to buy a house within five years,goal,goal,2026-03-12,2026-05-20,1.0,DUPLICATE
108,146,User wants to buy a house within five years,User is saving up to buy a house,goal,goal,2026-03-12,2026-04-22,0.722,RELATED
108,159,User wants to buy a house within five years,User wants to buy a house within five years,goal,goal,2026-03-12,2026-02-27,1.0,DUPLICATE
108,198,User wants to buy a house within five years,User wants to buy a house within five years,goal,goal,2026-03-12,2026-04-23,1.0,DUPLICATE
108,221,User wants to buy a house within five years,User wants to buy a house within five years,goal,goal,2026-03-12,2026-04-18,1.0,DUPLICATE
108,227,User wants to buy a house within five years,User is saving up to buy a house,goal,goal,2026-03-12,2026-04-08,0.722,RELATED
108,257,User wants to buy a house within five years,User wants to buy a house within five years,goal,goal,2026-03-12,2026-04-26,1.0,DUPLICATE
108,260,User wants to buy a house within five years,User is saving up to buy a house,goal,goal,2026-03-12,2026-05-03,0.722,RELATED
108,267,User wants to buy a house within five years,User is saving up to buy a house,goal,goal,2026-03-12,2026-03-27,0.722,RELATED
108,283,User wants to buy a house within five years,User is saving up to buy a house,goal,goal,2026-03-12,2026-03-04,0.722,RELATED
108,326,User wants to buy a house within five years,User is saving up to buy a house,goal,goal,2026-03-12,2026-07-04,0.722,RELATED
108,373,User wants to buy a house within five years,User wants to buy a house within five years,goal,goal,2026-03-12,2026-07-18,1.0,DUPLICATE
108,492,User wants to buy a house within five years,User wants to buy a house within five years,goal,goal,2026-03-12,2026-02-13,1.0,DUPLICATE
108,498,User wants to buy a house within five years,User wants to buy a house within five years,goal,goal,2026-03-12,2026-05-13,1.0,DUPLICATE
108,512,User wants to buy a house within five years,User wants to buy a house within five years,goal,goal,2026-03-12,2026-05-13,1.0,DUPLICATE
108,513,User wants to buy a house within five years,User bought a house,goal,fact,2026-03-12,2026-06-08,0.706,EVOLVING
108,518,User wants to buy a house within five years,User is saving up to buy a house,goal,goal,2026-03-12,2026-04-12,0.722,RELATED
108,519,User wants to buy a house within five years,User bought a house,goal,fact,2026-03-12,2026-05-28,0.706,EVOLVING
109,116,User is saving up to buy a house,User wants to buy a house within five years,goal,goal,2026-05-25,2026-06-25,0.722,RELATED
109,119,User is saving up to buy a house,User wants to buy a house within five years,goal,goal,2026-05-25,2026-05-20,0.722,RELATED
109,146,User is saving up to buy a house,User is saving up to buy a house,goal,goal,2026-05-25,2026-04-22,1.0,DUPLICATE
109,159,User is saving up to buy a house,User wants to buy a house within five years,goal,goal,2026-05-25,2026-02-27,0.722,RELATED
109,198,User is saving up to buy a house,User wants to buy a house within five years,goal,goal,2026-05-25,2026-04-23,0.722,RELATED
109,221,User is saving up to buy a house,User wants to buy a house within five years,goal,goal,2026-05-25,2026-04-18,0.722,RELATED
109,227,User is saving up to buy a house,User is saving up to buy a house,goal,goal,2026-05-25,2026-04-08,1.0,DUPLICATE
109,257,User is saving up to buy a house,User wants to buy a house within five years,goal,goal,2026-05-25,2026-04-26,0.722,RELATED
109,260,User is saving up to buy a house,User is saving up to buy a house,goal,goal,2026-05-25,2026-05-03,1.0,DUPLICATE
109,267,User is saving up to buy a house,User is saving up to buy a house,goal,goal,2026-05-25,2026-03-27,1.0,DUPLICATE
109,283,User is saving up to buy a house,User is saving up to buy a house,goal,goal,2026-05-25,2026-03-04,1.0,DUPLICATE
109,326,User is saving up to buy a house,User is saving up to buy a house,goal,goal,2026-05-25,2026-07-04,1.0,DUPLICATE
109,373,User is saving up to buy a house,User wants to buy a house within five years,goal,goal,2026-05-25,2026-07-18,0.722,RELATED
109,492,User is saving up to buy a house,User wants to buy a house within five years,goal,goal,2026-05-25,2026-02-13,0.722,RELATED
109,498,User is saving up to buy a house,User wants to buy a house within five years,goal,goal,2026-05-25,2026-05-13,0.722,RELATED
109,512,User is saving up to buy a house,User wants to buy a house within five years,goal,goal,2026-05-25,2026-05-13,0.722,RELATED
109,513,User is saving up to buy a house,User bought a house,goal,fact,2026-05-25,2026-06-08,0.748,EVOLVING
109,518,User is saving up to buy a house,User is saving up to buy a house,goal,goal,2026-05-25,2026-04-12,1.0,DUPLICATE
109,519,User is saving up to buy a house,User bought a house,goal,fact,2026-05-25,2026-05-28,0.748,EVOLVING
110,147,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-23,2026-05-06,1.0,DUPLICATE
110,157,User celebrated their birthday recently,User's birthday is in March,event,fact,2026-07-23,2026-07-25,0.831,RELATED
110,158,User celebrated their birthday recently,User's birthday is in March,event,fact,2026-07-23,2026-04-12,0.831,RELATED
110,186,User celebrated their birthday recently,User's birthday is in March,event,fact,2026-07-23,2026-02-18,0.831,RELATED
110,206,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-23,2026-04-12,1.0,DUPLICATE
110,214,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-23,2026-07-24,1.0,DUPLICATE
110,289,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-23,2026-06-07,1.0,DUPLICATE
110,302,User celebrated their birthday recently,User's birthday is in March,event,fact,2026-07-23,2026-03-22,0.831,RELATED
110,337,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-23,2026-04-15,1.0,DUPLICATE
110,351,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-23,2026-02-15,1.0,DUPLICATE
110,365,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-23,2026-07-07,1.0,DUPLICATE
110,372,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-23,2026-06-30,1.0,DUPLICATE
110,377,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-23,2026-06-15,1.0,DUPLICATE
110,398,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-23,2026-06-10,1.0,DUPLICATE
110,468,User celebrated their birthday recently,User's birthday is in March,event,fact,2026-07-23,2026-01-31,0.831,RELATED
110,471,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-23,2026-03-18,1.0,DUPLICATE
110,476,User celebrated their birthday recently,User celebrated their birthday recently,event,event,2026-07-23,2026-07-03,1.0,DUPLICATE
111,113,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-05-18,2026-05-16,1.0,DUPLICATE
111,137,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-05-18,2026-07-01,1.0,DUPLICATE
111,188,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-05-18,2026-02-17,1.0,DUPLICATE
111,223,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-05-18,2026-04-21,1.0,DUPLICATE
111,239,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-05-18,2026-02-04,1.0,DUPLICATE
111,265,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-05-18,2026-07-13,1.0,DUPLICATE
111,317,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-05-18,2026-06-15,1.0,DUPLICATE
111,370,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-05-18,2026-06-16,1.0,DUPLICATE
111,380,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-05-18,2026-06-22,1.0,DUPLICATE
111,386,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-05-18,2026-07-28,1.0,DUPLICATE
111,449,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-05-18,2026-02-12,1.0,DUPLICATE
111,456,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-05-18,2026-04-23,1.0,DUPLICATE
111,482,Return the library books by Thursday,Return the library books by Thursday,task,task,2026-05-18,2026-03-18,1.0,DUPLICATE
112,121,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-04-15,2026-03-21,1.0,DUPLICATE
112,129,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-04-15,2026-02-18,1.0,DUPLICATE
112,145,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-04-15,2026-07-05,1.0,DUPLICATE
112,194,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-04-15,2026-02-05,1.0,DUPLICATE
112,207,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-04-15,2026-03-09,1.0,DUPLICATE
112,217,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-04-15,2026-05-25,1.0,DUPLICATE
112,281,Finish reading the assigned book by next week,Finish reading the assigned book by next week,task,task,2026-04-15,2026-07-06,1.0,DUPLICATE
